zp_m,df_hz
-3.8577790595157415e-07,-7.6657983072436764
-3.8575290625201584e-07,-7.5974753599439282
-3.8572790655245752e-07,-7.5549749567471736
-3.8570290685289921e-07,-7.5271913146934821
-3.8567790715334089e-07,-7.4827539719990455
-3.8565290745378257e-07,-7.4322173304608441
-3.8562790775422426e-07,-7.3848411830113037
-3.8560290805466594e-07,-7.3180871140721138
-3.8557790835510763e-07,-7.3047118576141656
-3.8555290865554931e-07,-7.2560723651804437
-3.85527908955991e-07,-7.1988054628491227
-3.8550290925643268e-07,-7.1649822075414704
-3.8547790955687437e-07,-7.1291921699412342
-3.8545290985731605e-07,-7.0835426413395908
-3.8542791015775774e-07,-7.0459847734127834
-3.8540291045819942e-07,-6.9783268941137067
-3.853779107586411e-07,-6.9451061790459789
-3.8535291105908279e-07,-6.9119209911150392
-3.8532791135952447e-07,-6.8749955062230583
-3.8530291165996616e-07,-6.8136230879645154
-3.8527791196040784e-07,-6.7705371975534945
-3.8525291226084953e-07,-6.7610713472276984
-3.8522791256129121e-07,-6.6978472545997647
-3.852029128617329e-07,-6.6556069100442983
-3.8517791316217458e-07,-6.6339140403215424
-3.8515291346261627e-07,-6.5852461261783901
-3.8512791376305795e-07,-6.5510221247677691
-3.8510291406349963e-07,-6.5237287572017522
-3.8507791436394132e-07,-6.4785254494381661
-3.85052914664383e-07,-6.4421584511364927
-3.8502791496482469e-07,-6.3923877746674407
-3.8500291526526637e-07,-6.3570695374437491
-3.8497791556570806e-07,-6.3219246726475831
-3.8495291586614974e-07,-6.2905598952056607
-3.8492791616659143e-07,-6.2629680996906245
-3.8490291646703311e-07,-6.2154427382665745
-3.848779167674748e-07,-6.1810638385395578
-3.8485291706791648e-07,-6.151252307518007
-3.8482791736835816e-07,-6.1373995663416281
-3.8480291766879985e-07,-6.0966215187363559
-3.8477791796924153e-07,-6.0580802596632566
-3.8475291826968322e-07,-6.0511311517075228
-3.847279185701249e-07,-5.9842463429049531
-3.8470291887056659e-07,-5.960605165000743
-3.8467791917100827e-07,-5.9213107306277379
-3.8465291947144996e-07,-5.8853160567196028
-3.8462791977189164e-07,-5.8564538107930275
-3.8460292007233333e-07,-5.8098081012758485
-3.8457792037277501e-07,-5.7912401985049655
-3.8455292067321669e-07,-5.7582965951041842
-3.8452792097365838e-07,-5.7228106697948533
-3.8450292127410006e-07,-5.6797901493155223
-3.8447792157454175e-07,-5.6628664424351882
-3.8445292187498343e-07,-5.6250371471833205
-3.8442792217542512e-07,-5.5962757983252231
-3.844029224758668e-07,-5.5516053976134572
-3.8437792277630849e-07,-5.5359919315378647
-3.8435292307675017e-07,-5.522929313883651
-3.8432792337719186e-07,-5.4916725389375642
-3.8430292367763354e-07,-5.4505065349985671
-3.8427792397807522e-07,-5.4171792385204753
-3.8425292427851691e-07,-5.3976179970049998
-3.8422792457895859e-07,-5.3856410886510275
-3.8420292487940028e-07,-5.3513488751377736
-3.8417792517984196e-07,-5.3274092692845443
-3.8415292548028365e-07,-5.3018439416518959
-3.8412792578072533e-07,-5.2672362471639644
-3.8410292608116702e-07,-5.2410086937015876
-3.840779263816087e-07,-5.2055852961530036
-3.8405292668205039e-07,-5.1797400146824657
-3.8402792698249207e-07,-5.1616254381769977
-3.8400292728293375e-07,-5.1306429327269143
-3.8397792758337544e-07,-5.1068681727883813
-3.8395292788381712e-07,-5.0950092145285453
-3.8392792818425881e-07,-5.0680881713560666
-3.8390292848470049e-07,-5.0408516472089104
-3.8387792878514218e-07,-5.0150333663623314
-3.8385292908558386e-07,-4.9846534011521726
-3.8382792938602555e-07,-4.9649386824057729
-3.8380292968646723e-07,-4.9498581233820005
-3.8377792998690892e-07,-4.9155147507917718
-3.837529302873506e-07,-4.8984475142788142
-3.8372793058779228e-07,-4.859035129811673
-3.8370293088823397e-07,-4.8390631945949281
-3.8367793118867565e-07,-4.8286651121998148
-3.8365293148911734e-07,-4.8261028950946638
-3.8362793178955902e-07,-4.7824912030591804
-3.8360293209000071e-07,-4.7511321099591441
-3.8357793239044239e-07,-4.7464865815527446
-3.8355293269088408e-07,-4.7169024242066371
-3.8352793299132576e-07,-4.684923737841018
-3.8350293329176745e-07,-4.6633303441012686
-3.8347793359220913e-07,-4.6549544663321285
-3.8345293389265081e-07,-4.6360000283129921
-3.834279341930925e-07,-4.6014548615858075
-3.8340293449353418e-07,-4.5906588752586686
-3.8337793479397587e-07,-4.5466777010005899
-3.8335293509441755e-07,-4.5520806679633097
-3.8332793539485924e-07,-4.5285730720934225
-3.8330293569530092e-07,-4.4956308897781128
-3.8327793599574261e-07,-4.4683801547762414
-3.8325293629618429e-07,-4.4606821347770165
-3.8322793659662598e-07,-4.4286196043685777
-3.8320293689706766e-07,-4.4240593410904694
-3.8317793719750934e-07,-4.4023082068633812
-3.8315293749795103e-07,-4.372006401354156
-3.8312793779839271e-07,-4.352342841684731
-3.831029380988344e-07,-4.3293937324051512
-3.8307793839927608e-07,-4.3078372868876613
-3.8305293869971777e-07,-4.2780442299772403
-3.8302793900015945e-07,-4.2710283310043451
-3.8300293930060114e-07,-4.2477381612116005
-3.8297793960104282e-07,-4.2259927113263984
-3.8295293990148451e-07,-4.2161701685472508
-3.8292794020192619e-07,-4.1963204466810566
-3.8290294050236787e-07,-4.1709810716383799
-3.8287794080280956e-07,-4.1598212874305318
-3.8285294110325124e-07,-4.1423476204727194
-3.8282794140369293e-07,-4.1212032897419704
-3.8280294170413461e-07,-4.1139159634440148
-3.827779420045763e-07,-4.0887897512220661
-3.8275294230501798e-07,-4.0668126644050062
-3.8272794260545967e-07,-4.0497781128578936
-3.8270294290590135e-07,-4.0288441027769295
-3.8267794320634304e-07,-4.0114045418704336
-3.8265294350678472e-07,-3.9876582036413311
-3.826279438072264e-07,-3.9694100451015402
-3.8260294410766809e-07,-3.9529268747173774
-3.8257794440810977e-07,-3.9389561834468623
-3.8255294470855146e-07,-3.9328440948338539
-3.8252794500899314e-07,-3.9010842556308489
-3.8250294530943483e-07,-3.8921086797927273
-3.8247794560987651e-07,-3.8856086348459939
-3.824529459103182e-07,-3.8633388044218009
-3.8242794621075988e-07,-3.8398255242100277
-3.8240294651120156e-07,-3.8198876950445992
-3.8237794681164325e-07,-3.8140996139190975
-3.8235294711208493e-07,-3.8031288340789615
-3.8232794741252662e-07,-3.8033959981476073
-3.823029477129683e-07,-3.7933716612315038
-3.8227794801340999e-07,-3.7632318594660319
-3.8225294831385167e-07,-3.7553817833213543
-3.8222794861429336e-07,-3.7417279941109882
-3.8220294891473504e-07,-3.7153697007852315
-3.8217794921517673e-07,-3.7100406302670308
-3.8215294951561841e-07,-3.6903472278027039
-3.8212794981606009e-07,-3.6834379102401726
-3.8210295011650178e-07,-3.6558517990670225
-3.8207795041694346e-07,-3.6458288832363905
-3.8205295071738515e-07,-3.6348382081996533
-3.8202795101782683e-07,-3.6208334108778217
-3.8200295131826852e-07,-3.6014512261317577
-3.819779516187102e-07,-3.5878656490240246
-3.8195295191915189e-07,-3.5715217450160708
-3.8192795221959357e-07,-3.5512002227733319
-3.8190295252003526e-07,-3.5308715951032354
-3.8187795282047694e-07,-3.5277054166726884
-3.8185295312091862e-07,-3.5087026617475203
-3.8182795342136031e-07,-3.4905198731394194
-3.8180295372180199e-07,-3.4788811831276689
-3.8177795402224368e-07,-3.4674428661674028
-3.8175295432268536e-07,-3.4515863944761804
-3.8172795462312705e-07,-3.4369421086921648
-3.8170295492356873e-07,-3.414375271404424
-3.8167795522401042e-07,-3.4019663530671096
-3.816529555244521e-07,-3.3946875532819831
-3.8162795582489379e-07,-3.3696608170430409
-3.8160295612533547e-07,-3.365730094628816
-3.8157795642577715e-07,-3.3583845038265281
-3.8155295672621884e-07,-3.3365111562488892
-3.8152795702666052e-07,-3.3289012435488985
-3.8150295732710221e-07,-3.318841379496007
-3.8147795762754389e-07,-3.2910989489209896
-3.8145295792798558e-07,-3.2895670187826909
-3.8142795822842726e-07,-3.2703894703445258
-3.8140295852886895e-07,-3.2567058383392578
-3.8137795882931063e-07,-3.2424964047095273
-3.8135295912975232e-07,-3.2330078170161869
-3.81327959430194e-07,-3.2213364420385915
-3.8130295973063568e-07,-3.2008017569751246
-3.8127796003107737e-07,-3.1891744356471463
-3.8125296033151905e-07,-3.185496666446852
-3.8122796063196074e-07,-3.173184381921601
-3.8120296093240242e-07,-3.1686454349255655
-3.8117796123284411e-07,-3.1527648047813273
-3.8115296153328579e-07,-3.1271525813281187
-3.8112796183372748e-07,-3.1270758427126566
-3.8110296213416916e-07,-3.1225752650243521
-3.8107796243461085e-07,-3.098051593042328
-3.8105296273505253e-07,-3.0968180908530485
-3.8102796303549421e-07,-3.0765505698582274
-3.810029633359359e-07,-3.0722418387085781
-3.8097796363637758e-07,-3.0489729851979064
-3.8095296393681927e-07,-3.0430783226620406
-3.8092796423726095e-07,-3.0284653007583984
-3.8090296453770264e-07,-3.019678729287989
-3.8087796483814432e-07,-3.0150175689414027
-3.8085296513858601e-07,-3.003006554536114
-3.8082796543902769e-07,-2.9892675001974567
-3.8080296573946938e-07,-2.9736710871475225
-3.8077796603991106e-07,-2.9679270596716378
-3.8075296634035274e-07,-2.9527910783144762
-3.8072796664079443e-07,-2.9531904033319734
-3.8070296694123611e-07,-2.9357124731177464
-3.806779672416778e-07,-2.9191781436566089
-3.8065296754211948e-07,-2.9047527050352073
-3.8062796784256117e-07,-2.8977069632674102
-3.8060296814300285e-07,-2.8912040761497337
-3.8057796844344454e-07,-2.8814568509005767
-3.8055296874388622e-07,-2.8725267497975437
-3.8052796904432791e-07,-2.8540839025481546
-3.8050296934476959e-07,-2.8351749392641068
-3.8047796964521127e-07,-2.8346406111268152
-3.8045296994565296e-07,-2.8092927095713094
-3.8042797024609464e-07,-2.8068996016372694
-3.8040297054653633e-07,-2.7956204462498135
-3.8037797084697801e-07,-2.786543973343214
-3.803529711474197e-07,-2.7872275154550152
-3.8032797144786138e-07,-2.7714094130715239
-3.8030297174830307e-07,-2.7618270337370632
-3.8027797204874475e-07,-2.7438829874881776
-3.8025297234918644e-07,-2.7364805532670289
-3.8022797264962812e-07,-2.7402109026297694
-3.802029729500698e-07,-2.7137133429278038
-3.8017797325051149e-07,-2.7206667141399521
-3.8015297355095317e-07,-2.7029514626519813
-3.8012797385139486e-07,-2.6924027451968868
-3.8010297415183654e-07,-2.68503015377064
-3.8007797445227823e-07,-2.6735278879641555
-3.8005297475271991e-07,-2.6695431643020129
-3.800279750531616e-07,-2.6601512104207359
-3.8000297535360328e-07,-2.643594143592054
-3.7997797565404497e-07,-2.6472235958863166
-3.7995297595448665e-07,-2.6260437380187795
-3.7992797625492833e-07,-2.6095477778653731
-3.7990297655537002e-07,-2.603665905098751
-3.798779768558117e-07,-2.5932521907634509
-3.7985297715625339e-07,-2.585551328593283
-3.7982797745669507e-07,-2.5698085437397822
-3.7980297775713676e-07,-2.5647707957432431
-3.7977797805757844e-07,-2.5573768880349235
-3.7975297835802013e-07,-2.5418231075491349
-3.7972797865846181e-07,-2.5451100782447611
-3.797029789589035e-07,-2.5377957513228466
-3.7967797925934518e-07,-2.5311337026323599
-3.7965297955978686e-07,-2.5224395017175993
-3.7962797986022855e-07,-2.5142938397948456
-3.7960298016067023e-07,-2.4918705321397283
-3.7957798046111192e-07,-2.4908132445489173
-3.795529807615536e-07,-2.4904139195314201
-3.7952798106199529e-07,-2.4804194254102185
-3.7950298136243697e-07,-2.4611694016130059
-3.7947798166287866e-07,-2.4502767814738036
-3.7945298196332034e-07,-2.4574418944212084
-3.7942798226376203e-07,-2.4314161350957875
-3.7940298256420371e-07,-2.4320229385921266
-3.7937798286464539e-07,-2.4186689984162513
-3.7935298316508708e-07,-2.4108672391776054
-3.7932798346552876e-07,-2.4111372454171942
-3.7930298376597045e-07,-2.4063325554379844
-3.7927798406641213e-07,-2.4002630993891216
-3.7925298436685382e-07,-2.3768905066390289
-3.792279846672955e-07,-2.3771974611008773
-3.7920298496773719e-07,-2.3637966251044418
-3.7917798526817887e-07,-2.3572880536448793
-3.7915298556862056e-07,-2.3485966949010617
-3.7912798586906224e-07,-2.3493853973377554
-3.7910298616950392e-07,-2.3238342805598222
-3.7907798646994561e-07,-2.3195326548375306
-3.7905298677038729e-07,-2.3227997303365555
-3.7902798707082898e-07,-2.3120605874282774
-3.7900298737127066e-07,-2.2993063453213836
-3.7897798767171235e-07,-2.2841632585368643
-3.7895298797215403e-07,-2.2964300683270267
-3.7892798827259572e-07,-2.2839259372631204
-3.789029885730374e-07,-2.2647128616881673
-3.7887798887347909e-07,-2.2624092821388331
-3.7885298917392077e-07,-2.2545080469171808
-3.7882798947436245e-07,-2.2486460693471599
-3.7880298977480414e-07,-2.238273566490534
-3.7877799007524582e-07,-2.2309478708848474
-3.7875299037568751e-07,-2.2289924572760356
-3.7872799067612919e-07,-2.2211295913621143
-3.7870299097657088e-07,-2.2123330722934043
-3.7867799127701256e-07,-2.2099769125816238
-3.7865299157745425e-07,-2.1925416149315424
-3.7862799187789593e-07,-2.1779484882245015
-3.7860299217833762e-07,-2.172428992253117
-3.785779924787793e-07,-2.1829450247423665
-3.7855299277922098e-07,-2.176824409616529
-3.7852799307966267e-07,-2.1657811544173455
-3.7850299338010435e-07,-2.1503808511624811
-3.7847799368054604e-07,-2.1591461063508177
-3.7845299398098772e-07,-2.139576338322513
-3.7842799428142941e-07,-2.1348995460357401
-3.7840299458187109e-07,-2.1234654923318885
-3.7837799488231278e-07,-2.1211675971244404
-3.7835299518275446e-07,-2.108619412410917
-3.7832799548319615e-07,-2.1020611029598513
-3.7830299578363783e-07,-2.1002378502998909
-3.7827799608407951e-07,-2.0891491203656187
-3.782529963845212e-07,-2.0969906699974672
-3.7822799668496288e-07,-2.0827968683079234
-3.7820299698540457e-07,-2.0770627884303394
-3.7817799728584625e-07,-2.0726844240925857
-3.7815299758628794e-07,-2.0623474483727477
-3.7812799788672962e-07,-2.0477273210417479
-3.7810299818717131e-07,-2.0394438138282567
-3.7807799848761299e-07,-2.0368005948512291
-3.7805299878805467e-07,-2.0228497987773153
-3.7802799908849636e-07,-2.0197362005092145
-3.7800299938893804e-07,-2.0300930714256538
-3.7797799968937973e-07,-2.0174695691821398
-3.7795299998982141e-07,-2.0122371324760024
-3.779280002902631e-07,-2.0081373008906667
-3.7790300059070478e-07,-1.9949396801166586
-3.7787800089114647e-07,-2.003024235364137
-3.7785300119158815e-07,-1.9817932184196252
-3.7782800149202984e-07,-1.9846439158754947
-3.7780300179247152e-07,-1.9782476101681823
-3.777780020929132e-07,-1.9661669625747891
-3.7775300239335489e-07,-1.9602580891842081
-3.7772800269379657e-07,-1.956908590727835
-3.7770300299423826e-07,-1.9453267441349453
-3.7767800329467994e-07,-1.9369750248188211
-3.7765300359512163e-07,-1.930210657974385
-3.7762800389556331e-07,-1.9263637796029798
-3.77603004196005e-07,-1.9225907976760936
-3.7757800449644668e-07,-1.9125636185890471
-3.7755300479688837e-07,-1.9090677483291074
-3.7752800509733005e-07,-1.9071464407716121
-3.7750300539777173e-07,-1.9081909385931795
-3.7747800569821342e-07,-1.8859779515878472
-3.774530059986551e-07,-1.8898063558481226
-3.7742800629909679e-07,-1.8815413227457611
-3.7740300659953847e-07,-1.8668416146283562
-3.7737800689998016e-07,-1.8670831991585146
-3.7735300720042184e-07,-1.8745708985079546
-3.7732800750086353e-07,-1.8591848061078053
-3.7730300780130521e-07,-1.8481230767974921
-3.772780081017469e-07,-1.8538102608545159
-3.7725300840218858e-07,-1.8408528035251948
-3.7722800870263026e-07,-1.8302642956768977
-3.7720300900307195e-07,-1.8282946712133707
-3.7717800930351363e-07,-1.8238665688841138
-3.7715300960395532e-07,-1.8178795357925992
-3.77128009904397e-07,-1.8154295844396984
-3.7710301020483869e-07,-1.821807416035881
-3.7707801050528037e-07,-1.8007185076385213
-3.7705301080572206e-07,-1.8053285089081328
-3.7702801110616374e-07,-1.7949460584532062
-3.7700301140660543e-07,-1.7906359062180854
-3.7697801170704711e-07,-1.7879727920444566
-3.7695301200748879e-07,-1.7810506847126817
-3.7692801230793048e-07,-1.7723039036354749
-3.7690301260837216e-07,-1.7753521319718857
-3.7687801290881385e-07,-1.7769650639820611
-3.7685301320925553e-07,-1.7488375192442618
-3.7682801350969722e-07,-1.7531874618725851
-3.768030138101389e-07,-1.7541680108479341
-3.7677801411058059e-07,-1.7401958984919474
-3.7675301441102227e-07,-1.7479834468758781
-3.7672801471146396e-07,-1.7301843513450876
-3.7670301501190564e-07,-1.7263630525121698
-3.7667801531234732e-07,-1.7136898122771527
-3.7665301561278901e-07,-1.7194878410009551
-3.7662801591323069e-07,-1.7117301354119263
-3.7660301621367238e-07,-1.7153752196463756
-3.7657801651411406e-07,-1.6926151147345081
-3.7655301681455575e-07,-1.6946188452493516
-3.7652801711499743e-07,-1.6887753417904605
-3.7650301741543912e-07,-1.6856247953001002
-3.764780177158808e-07,-1.6979740280476108
-3.7645301801632249e-07,-1.6680829162396549
-3.7642801831676417e-07,-1.6689128301550227
-3.7640301861720585e-07,-1.6790750123618636
-3.7637801891764754e-07,-1.6522136547791888
-3.7635301921808922e-07,-1.6534329461137531
-3.7632801951853091e-07,-1.6620006704215484
-3.7630301981897259e-07,-1.6307737382703635
-3.7627802011941428e-07,-1.6407170733145904
-3.7625302041985596e-07,-1.6302834637826891
-3.7622802072029765e-07,-1.6307964756379079
-3.7620302102073933e-07,-1.6298372429446317
-3.7617802132118102e-07,-1.629679502457293
-3.761530216216227e-07,-1.6283735249089659
-3.7612802192206438e-07,-1.6180308648472419
-3.7610302222250607e-07,-1.606571231604903
-3.7607802252294775e-07,-1.6069350294856122
-3.7605302282338944e-07,-1.5902202221695916
-3.7602802312383112e-07,-1.594925436165795
-3.7600302342427281e-07,-1.5957610344230488
-3.7597802372471449e-07,-1.5861758129176451
-3.7595302402515618e-07,-1.5855547985665908
-3.7592802432559786e-07,-1.5825250443413097
-3.7590302462603955e-07,-1.5789566987223225
-3.7587802492648123e-07,-1.5619491477991687
-3.7585302522692291e-07,-1.5725476032457664
-3.758280255273646e-07,-1.5583268009322637
-3.7580302582780628e-07,-1.5606417491653701
-3.7577802612824797e-07,-1.5568275557598099
-3.7575302642868965e-07,-1.5472437553398777
-3.7572802672913134e-07,-1.5453039736712526
-3.7570302702957302e-07,-1.551347850181628
-3.7567802733001471e-07,-1.5322072499657224
-3.7565302763045639e-07,-1.528589166355232
-3.7562802793089808e-07,-1.5261647945408185
-3.7560302823133976e-07,-1.5316146573240985
-3.7557802853178144e-07,-1.5208399872790324
-3.7555302883222313e-07,-1.5148685861277045
-3.7552802913266481e-07,-1.5112576079445716
-3.755030294331065e-07,-1.501224744515639
-3.7547802973354818e-07,-1.502418456311716
-3.7545303003398987e-07,-1.4979505635892565
-3.7542803033443155e-07,-1.4910256140865386
-3.7540303063487324e-07,-1.4949321780477476
-3.7537803093531492e-07,-1.4962694194764481
-3.7535303123575661e-07,-1.4907712397871364
-3.7532803153619829e-07,-1.4794949265706236
-3.7530303183663997e-07,-1.4779544699194958
-3.7527803213708166e-07,-1.4602861142520851
-3.7525303243752334e-07,-1.4680693993796012
-3.7522803273796503e-07,-1.4567675066246011
-3.7520303303840671e-07,-1.4633911860073567
-3.751780333388484e-07,-1.4524644598168379
-3.7515303363929008e-07,-1.452855258321506
-3.7512803393973177e-07,-1.4559475403075339
-3.7510303424017345e-07,-1.4448104934672301
-3.7507803454061514e-07,-1.4495313394036202
-3.7505303484105682e-07,-1.4389655689228675
-3.750280351414985e-07,-1.4272259818426392
-3.7500303544194019e-07,-1.4158871408653795
-3.7497803574238187e-07,-1.4207969911694818
-3.7495303604282356e-07,-1.424193385446415
-3.7492803634326524e-07,-1.4199940778780729
-3.7490303664370693e-07,-1.417333805875387
-3.7487803694414861e-07,-1.4131799730421335
-3.748530372445903e-07,-1.4065008713259886
-3.7482803754503198e-07,-1.40878313459325
-3.7480303784547367e-07,-1.4002893067299738
-3.7477803814591535e-07,-1.3901825468565221
-3.7475303844635703e-07,-1.3928698194831668
-3.7472803874679872e-07,-1.3939953191766108
-3.747030390472404e-07,-1.3903814988225349
-3.7467803934768209e-07,-1.3822415212416672
-3.7465303964812377e-07,-1.3745733440373442
-3.7462803994856546e-07,-1.3781715324512334
-3.7460304024900714e-07,-1.3694375411432702
-3.7457804054944883e-07,-1.3606893389805919
-3.7455304084989051e-07,-1.3579651181316876
-3.745280411503322e-07,-1.3507317930816498
-3.7450304145077388e-07,-1.3588049796453561
-3.7447804175121556e-07,-1.3553204780691885
-3.7445304205165725e-07,-1.334775845407421
-3.7442804235209893e-07,-1.3465268011714215
-3.7440304265254062e-07,-1.3293629308464006
-3.743780429529823e-07,-1.328552912127634
-3.7435304325342399e-07,-1.324291076798545
-3.7432804355386567e-07,-1.3225132988736732
-3.7430304385430736e-07,-1.3192902770242654
-3.7427804415474904e-07,-1.3214588534538052
-3.7425304445519073e-07,-1.2988706998839916
-3.7422804475563241e-07,-1.3106088658787485
-3.7420304505607409e-07,-1.324785614542634
-3.7417804535651578e-07,-1.310044694946555
-3.7415304565695746e-07,-1.291790852064878
-3.7412804595739915e-07,-1.3055725389676809
-3.7410304625784083e-07,-1.2948305538884597
-3.7407804655828252e-07,-1.2867488408119243
-3.740530468587242e-07,-1.2763038625962508
-3.7402804715916589e-07,-1.27505046521037
-3.7400304745960757e-07,-1.273181737815321
-3.7397804776004926e-07,-1.2680231975537026
-3.7395304806049094e-07,-1.2756373735101079
-3.7392804836093262e-07,-1.2670227533817524
-3.7390304866137431e-07,-1.2555020134641381
-3.7387804896181599e-07,-1.2666433235608565
-3.7385304926225768e-07,-1.2610641419996682
-3.7382804956269936e-07,-1.2564811413540156
-3.7380304986314105e-07,-1.2574162155942759
-3.7377805016358273e-07,-1.2568662555167975
-3.7375305046402442e-07,-1.2607642929651774
-3.737280507644661e-07,-1.2212979072501184
-3.7370305106490778e-07,-1.2411490502017841
-3.7367805136534947e-07,-1.2371913271636004
-3.7365305166579115e-07,-1.2281006434022856
-3.7362805196623284e-07,-1.2211202715661784
-3.7360305226667452e-07,-1.2249728342794697
-3.7357805256711621e-07,-1.2193382303848921
-3.7355305286755789e-07,-1.2174524499641848
-3.7352805316799958e-07,-1.22249588230261
-3.7350305346844126e-07,-1.2121930126340885
-3.7347805376888295e-07,-1.1963081192334357
-3.7345305406932463e-07,-1.2012577599307406
-3.7342805436976631e-07,-1.2082111311428889
-3.73403054670208e-07,-1.2054144349349372
-3.7337805497064968e-07,-1.1895153306795692
-3.7335305527109137e-07,-1.1863576787618513
-3.7332805557153305e-07,-1.1986898584837036
-3.7330305587197474e-07,-1.17430687396336
-3.7327805617241642e-07,-1.1809362376880017
-3.7325305647285811e-07,-1.1838011459985864
-3.7322805677329979e-07,-1.1857494541800406
-3.7320305707374148e-07,-1.1799755839092541
-3.7317805737418316e-07,-1.1671602351270849
-3.7315305767462484e-07,-1.1620045370364096
-3.7312805797506653e-07,-1.1637027341748762
-3.7310305827550821e-07,-1.1623939144556061
-3.730780585759499e-07,-1.1625417073446442
-3.7305305887639158e-07,-1.1510110198287293
-3.7302805917683327e-07,-1.1525841614457022
-3.7300305947727495e-07,-1.1509627029226976
-3.7297805977771664e-07,-1.1539555089257192
-3.7295306007815832e-07,-1.1544372569005645
-3.7292806037860001e-07,-1.1489845519463415
-3.7290306067904169e-07,-1.1443049174886255
-3.7287806097948337e-07,-1.1321731108182576
-3.7285306127992506e-07,-1.1369237995495496
-3.7282806158036674e-07,-1.1356760865055548
-3.7280306188080843e-07,-1.1298524782432651
-3.7277806218125011e-07,-1.1234646990487818
-3.727530624816918e-07,-1.1134872579532384
-3.7272806278213348e-07,-1.1155265156048699
-3.7270306308257517e-07,-1.1035055536012806
-3.7267806338301685e-07,-1.1113456821476575
-3.7265306368345854e-07,-1.1115730558231007
-3.7262806398390022e-07,-1.1145772305098944
-3.726030642843419e-07,-1.1008737033080251
-3.7257806458478359e-07,-1.1043880476790946
-3.7255306488522527e-07,-1.0910326864177478
-3.7252806518566696e-07,-1.0909175784945546
-3.7250306548610864e-07,-1.0924992466243566
-3.7247806578655033e-07,-1.0968690844492812
-3.7245306608699201e-07,-1.091088108751137
-3.724280663874337e-07,-1.0749957368716423
-3.7240306668787538e-07,-1.081272671399347
-3.7237806698831707e-07,-1.0704084729695751
-3.7235306728875875e-07,-1.0783011816783983
-3.7232806758920043e-07,-1.0656478366399824
-3.7230306788964212e-07,-1.0631339364408632
-3.722780681900838e-07,-1.0621377555253275
-3.7225306849052549e-07,-1.0634337854753539
-3.7222806879096717e-07,-1.0474707323737675
-3.7220306909140886e-07,-1.0640547998264083
-3.7217806939185054e-07,-1.0572762221272569
-3.7215306969229223e-07,-1.0540219363974757
-3.7212806999273391e-07,-1.0504805914024473
-3.721030702931756e-07,-1.0475815770405461
-3.7207807059361728e-07,-1.048171327511227
